id_commande,date_commande,id_client,ville,categorie,nom_produit,prix_unitaire,quantite,remise,cout_livraison,methode_paiement,canal_marketing,cout_marketing,statut_commande,chiffre_affaires,marge_brute,profit_net,mois,indicateur_retour,indicateur_annulation,nombre_commandes_par_client,valeur_vie_client
CMD109388,2025-08-25,C1191,Lomé,Électronique,Produit_Électronique_31,429.04,1,0.07,6.94,Mobile Money,Google Ads,6.65,Livrée,399.01,179.55,165.96,2025-08,0,0,2,739.11
CMD109389,2025-07-21,C0259,Brazzaville,Mode,Produit_Mode_36,44.04,2,0.24,5.33,Mobile Money,Instagram Ads,10.27,Livrée,66.94,30.12,14.52,2025-07,0,0,16,2576.76
CMD109390,2025-07-28,C1094,Cotonou,Électronique,Produit_Électronique_7,435.97,2,0.07,8.43,Mobile Money,Instagram Ads,11.27,Livrée,810.9,364.9,345.2,2025-07,0,0,2,868.86
CMD109391,2025-10-14,C0049,Kinshasa,Mode,Produit_Mode_30,41.36,2,0.19,2.01,Carte,Instagram Ads,13.76,Livrée,67.0,30.15,14.38,2025-10,0,0,16,2841.09
CMD109392,2025-10-01,C0381,Kinshasa,Électronique,Produit_Électronique_34,407.72,1,0.04,2.43,Carte,Google Ads,4.55,Retournée,391.41,176.13,169.15,2025-10,1,0,11,1612.42
CMD109393,2025-10-19,C1400,Libreville,Maison,Produit_Maison_9,160.85,1,0.05,6.89,Mobile Money,Google Ads,5.71,Livrée,152.81,68.76,56.16,2025-10,0,0,3,1372.03
CMD109394,2025-10-14,C0305,Libreville,Beauté,Produit_Beauté_9,25.21,1,0.08,4.62,Virement,Email,1.47,Livrée,23.19,10.44,4.35,2025-10,0,0,18,5804.76
CMD109395,2025-12-23,C0115,Abidjan,Électronique,Produit_Électronique_26,337.38,3,0.09,5.16,Carte,Google Ads,5.61,Livrée,921.05,414.47,403.7,2025-12,0,0,13,2827.06
CMD109396,2025-10-20,C0383,Douala,Mode,Produit_Mode_13,38.33,1,0.17,7.31,Paiement à la livraison,Google Ads,5.08,Annulée,31.81,14.31,1.92,2025-10,0,1,16,4276.43
CMD109397,2025-07-20,C0314,Brazzaville,Mode,Produit_Mode_19,49.26,2,0.18,2.29,Paiement à la livraison,Influenceur,15.14,Livrée,80.79,36.36,18.93,2025-07,0,0,14,2764.35
CMD109398,2025-11-23,C0122,Dakar,Électronique,Produit_Électronique_44,414.6,1,0.02,6.79,Paiement à la livraison,Google Ads,5.04,Livrée,406.31,182.84,171.01,2025-11,0,0,15,3414.27
CMD109399,2025-10-18,C1604,Douala,Mode,Produit_Mode_32,43.58,3,0.08,5.34,Mobile Money,Google Ads,4.3,Livrée,120.28,54.13,44.49,2025-10,0,0,1,120.28
CMD109400,2025-10-17,C0128,Abidjan,Mode,Produit_Mode_21,33.82,3,0.1,4.71,Mobile Money,Influenceur,19.45,Livrée,91.31,41.09,16.93,2025-10,0,0,16,3832.75
CMD109401,2025-10-20,C0868,Brazzaville,Électronique,Produit_Électronique_8,448.08,1,0.04,9.92,Virement,Google Ads,4.58,Livrée,430.16,193.57,179.07,2025-10,0,0,3,539.68
CMD109402,2025-10-07,C0056,Douala,Maison,Produit_Maison_17,142.32,3,0.01,4.09,Virement,Google Ads,5.29,Livrée,422.69,190.21,180.83,2025-10,0,0,19,3991.09
CMD109403,2025-11-14,C0846,Libreville,Maison,Produit_Maison_48,98.24,1,0.19,8.09,Carte,Instagram Ads,9.28,Livrée,79.57,35.81,18.44,2025-11,0,0,3,496.95
CMD109404,2025-08-19,C0119,Dakar,Maison,Produit_Maison_13,48.27,3,0.14,7.71,Carte,Instagram Ads,11.86,Livrée,124.54,56.04,36.47,2025-08,0,0,23,6511.17
CMD109405,2025-08-21,C0006,Cotonou,Maison,Produit_Maison_38,159.5,1,0.11,2.9,Virement,Instagram Ads,12.83,Livrée,141.96,63.88,48.15,2025-08,0,0,17,2321.67
CMD109406,2025-10-15,C1968,Abidjan,Électronique,Produit_Électronique_29,556.15,2,0.29,4.85,Virement,Instagram Ads,8.52,Livrée,789.73,355.38,342.01,2025-10,0,0,6,2068.38
CMD109407,2025-09-16,C0605,Kinshasa,Mode,Produit_Mode_20,24.92,2,0.24,7.15,Virement,Google Ads,5.96,Livrée,37.88,17.05,3.94,2025-09,0,0,2,227.56
CMD109408,2025-12-29,C0072,Abidjan,Électronique,Produit_Électronique_14,398.26,1,0.23,3.84,Paiement à la livraison,Instagram Ads,8.29,Retournée,306.66,138.0,125.87,2025-12,1,0,20,3510.29
CMD109409,2025-12-05,C1350,Douala,Électronique,Produit_Électronique_21,331.11,3,0.18,6.16,Virement,Instagram Ads,6.96,Livrée,814.53,366.54,353.42,2025-12,0,0,7,1378.65
CMD109410,2025-11-08,C0250,Dakar,Électronique,Produit_Électronique_3,570.95,2,0.06,4.98,Virement,Influenceur,15.17,Livrée,1073.39,483.03,462.88,2025-11,0,0,20,5413.21
CMD109411,2025-09-28,C0393,Dakar,Mode,Produit_Mode_14,54.9,3,0.08,8.84,Carte,Instagram Ads,14.02,Retournée,151.52,68.18,45.32,2025-09,1,0,21,5963.2
CMD109412,2025-09-18,C0776,Dakar,Mode,Produit_Mode_21,50.56,1,0.1,8.2,Paiement à la livraison,Instagram Ads,12.43,Livrée,45.5,20.47,-0.16,2025-09,0,0,2,148.16
CMD109413,2025-12-25,C0288,Dakar,Maison,Produit_Maison_35,149.03,3,0.02,4.99,Mobile Money,Google Ads,7.89,Livrée,438.15,197.17,184.29,2025-12,0,0,16,4528.88
CMD109414,2025-11-03,C0600,Kinshasa,Maison,Produit_Maison_6,90.87,2,0.07,2.95,Paiement à la livraison,Influenceur,17.13,Livrée,169.02,76.06,55.98,2025-11,0,0,5,601.24
CMD109415,2025-08-28,C0084,Kinshasa,Beauté,Produit_Beauté_42,24.57,2,0.29,7.3,Mobile Money,Instagram Ads,9.65,Livrée,34.89,15.7,-1.25,2025-08,0,0,16,2642.03
CMD109416,2025-11-10,C1888,Libreville,Électronique,Produit_Électronique_17,312.44,2,0.15,7.1,Mobile Money,Instagram Ads,14.46,Livrée,531.15,239.02,217.46,2025-11,0,0,2,1609.9
CMD109417,2025-07-23,C0188,Libreville,Électronique,Produit_Électronique_40,484.43,2,0.02,2.32,Mobile Money,Influenceur,17.82,Livrée,949.48,427.27,407.13,2025-07,0,0,16,2779.17
CMD109418,2025-12-06,C0863,Kinshasa,Électronique,Produit_Électronique_27,284.78,1,0.09,9.0,Virement,Google Ads,7.6,Livrée,259.15,116.62,100.02,2025-12,0,0,2,1234.87
CMD109419,2025-08-10,C1583,Cotonou,Mode,Produit_Mode_32,29.7,2,0.1,3.25,Paiement à la livraison,Google Ads,3.24,Retournée,53.46,24.06,17.57,2025-08,1,0,3,151.5
CMD109420,2025-12-09,C0120,Douala,Électronique,Produit_Électronique_29,325.93,1,0.28,6.57,Paiement à la livraison,Instagram Ads,8.71,Livrée,234.67,105.6,90.32,2025-12,0,0,29,9542.19
CMD109421,2025-12-22,C0131,Douala,Mode,Produit_Mode_13,37.63,2,0.24,5.71,Virement,Instagram Ads,12.83,Livrée,57.2,25.74,7.2,2025-12,0,0,20,7119.97
CMD109422,2025-11-27,C0062,Dakar,Électronique,Produit_Maison_34,82.42,3,0.08,7.33,Carte,Influenceur,17.01,Livrée,227.48,102.37,78.03,2025-11,0,0,12,5087.72
CMD109423,2025-08-17,C0112,Dakar,Mode,Produit_Mode_43,39.48,2,0.26,2.74,Mobile Money,Email,0.93,Livrée,58.43,26.29,22.62,2025-08,0,0,16,5830.57
CMD109424,2025-09-09,C0376,Dakar,Mode,Produit_Mode_31,36.33,3,0.1,3.1,Mobile Money,Instagram Ads,14.25,Livrée,98.09,44.14,26.79,2025-09,0,0,15,5307.27
CMD109425,2025-12-23,C0248,Dakar,Maison,Produit_Maison_4,133.13,3,0.06,7.76,Mobile Money,Email,1.6,Livrée,375.43,168.94,159.58,2025-12,0,0,18,6660.07
CMD109426,2025-08-24,C0005,Douala,Mode,Produit_Mode_45,30.06,3,0.08,6.36,Paiement à la livraison,Instagram Ads,10.25,Livrée,82.97,37.34,20.73,2025-08,0,0,23,7520.26
CMD109427,2025-10-01,C0256,Douala,Électronique,Produit_Électronique_46,275.5,1,0.1,3.83,Paiement à la livraison,Instagram Ads,6.92,Livrée,247.95,111.58,100.83,2025-10,0,0,17,1851.91
CMD109428,2025-12-12,C1077,Abidjan,Maison,Produit_Maison_23,197.89,3,0.08,4.02,Virement,Email,1.36,Livrée,546.18,245.78,240.4,2025-12,0,0,1,546.18
CMD109429,2025-11-06,C1485,Abidjan,Beauté,Produit_Beauté_30,32.32,3,0.09,7.27,Virement,Influenceur,9.59,Livrée,88.23,39.7,22.84,2025-11,0,0,5,1221.15
CMD109430,2025-12-27,C0043,Abidjan,Beauté,Produit_Beauté_30,23.57,2,0.1,7.17,Carte,Google Ads,6.71,Livrée,42.43,19.09,5.21,2025-12,0,0,14,3945.84
CMD109431,2025-12-02,C0853,Kinshasa,Beauté,Produit_Beauté_25,37.92,2,0.01,2.77,Carte,Google Ads,5.49,Livrée,75.08,33.79,25.53,2025-12,0,0,4,395.43
CMD109432,2025-11-28,C1925,Kinshasa,Électronique,Produit_Électronique_41,495.06,2,0.07,3.95,Mobile Money,Google Ads,7.07,Livrée,920.81,414.36,403.34,2025-11,0,0,3,1744.26
CMD109433,2025-12-31,C0181,Kinshasa,Beauté,Produit_Beauté_9,31.04,3,0.07,6.01,Mobile Money,Google Ads,6.56,Livrée,86.6,38.97,26.4,2025-12,0,0,15,3304.46
CMD109434,2025-11-04,C1970,Dakar,Mode,Produit_Mode_35,48.03,1,0.13,4.46,Paiement à la livraison,Instagram Ads,13.79,Livrée,41.79,18.81,0.56,2025-11,0,0,4,1509.93
CMD109435,2025-12-17,C1170,Kinshasa,Maison,Produit_Maison_2,109.69,3,0.28,6.66,Mobile Money,Instagram Ads,13.87,Livrée,236.93,106.62,86.09,2025-12,0,0,4,2436.82
CMD109436,2025-07-06,C0197,Kinshasa,Électronique,Produit_Mode_4,44.07,1,0.28,6.55,Virement,Instagram Ads,11.41,Livrée,31.73,14.28,-3.68,2025-07,0,0,17,5633.9
CMD109437,2025-12-12,C0025,Kinshasa,Maison,Produit_Maison_17,80.27,3,0.08,5.92,Mobile Money,Instagram Ads,6.49,Livrée,221.55,99.7,87.29,2025-12,0,0,14,2566.24
CMD109438,2025-07-25,C0386,Dakar,Électronique,Produit_Électronique_27,430.85,2,0.06,2.85,Paiement à la livraison,Instagram Ads,7.41,Livrée,810.0,364.5,354.24,2025-07,0,0,15,2407.39
CMD109439,2025-10-04,C1651,Dakar,Maison,Produit_Maison_12,233.86,2,0.05,5.67,Virement,Instagram Ads,10.23,Livrée,444.33,199.95,184.05,2025-10,0,0,5,2584.71
CMD109440,2025-11-22,C0191,Kinshasa,Maison,Produit_Maison_16,109.92,3,0.1,5.07,Carte,Instagram Ads,9.96,Livrée,296.78,133.55,118.52,2025-11,0,0,21,6843.54
CMD109441,2025-12-30,C1542,Dakar,Électronique,Produit_Beauté_2,21.43,2,0.09,6.14,Carte,Email,1.87,Livrée,39.0,17.55,9.54,2025-12,0,0,6,1328.71
CMD109442,2025-11-16,C0323,Lomé,Maison,Produit_Maison_49,152.97,2,0.26,2.88,Mobile Money,Instagram Ads,11.25,Livrée,226.4,101.88,87.75,2025-11,0,0,16,4402.48
CMD109443,2025-12-31,C0027,Douala,Électronique,Produit_Électronique_35,439.66,3,0.23,7.9,Paiement à la livraison,Instagram Ads,10.47,Livrée,1015.61,457.02,438.65,2025-12,0,0,22,6693.34
CMD109444,2025-10-22,C0073,Lomé,Beauté,Produit_Beauté_27,1.24,2,0.17,3.57,Paiement à la livraison,Instagram Ads,11.28,Livrée,2.06,0.93,-13.92,2025-10,0,0,22,4721.85
CMD109445,2025-11-03,C0058,Abidjan,Beauté,Produit_Beauté_22,19.3,2,0.29,6.34,Mobile Money,Instagram Ads,12.01,Livrée,27.41,12.33,-6.02,2025-11,0,0,10,2844.32
CMD109446,2025-09-15,C0827,Kinshasa,Électronique,Produit_Mode_47,19.12,3,0.08,4.0,Virement,Instagram Ads,14.89,Livrée,52.77,23.75,4.86,2025-09,0,0,2,93.05
CMD109447,2025-08-28,C0246,Cotonou,Mode,Produit_Mode_43,49.82,2,0.28,5.04,Mobile Money,Influenceur,8.39,Livrée,71.74,32.28,18.85,2025-08,0,0,12,2230.27
CMD109448,2025-11-09,C1400,Cotonou,Électronique,Produit_Électronique_16,390.88,3,0.08,3.78,Virement,Email,1.43,Livrée,1078.83,485.47,480.26,2025-11,0,0,3,1372.03
CMD109449,2025-07-17,C0025,Kinshasa,Beauté,Produit_Beauté_37,18.75,1,0.07,7.56,Virement,Google Ads,6.54,Livrée,17.44,7.85,-6.25,2025-07,0,0,14,2566.24
CMD109450,2025-07-11,C0398,Lomé,Maison,Produit_Maison_18,157.5,2,0.07,7.75,Mobile Money,Instagram Ads,12.52,Retournée,292.95,131.83,111.56,2025-07,1,0,13,2915.1
CMD109451,2025-07-27,C0923,Brazzaville,Beauté,Produit_Beauté_46,19.25,2,0.03,7.15,Paiement à la livraison,Email,0.6,Livrée,37.34,16.8,9.05,2025-07,0,0,2,879.18
CMD109452,2025-09-03,C0124,Lomé,Électronique,Produit_Électronique_14,282.48,2,0.02,9.31,Mobile Money,Influenceur,13.86,Livrée,553.66,249.15,225.98,2025-09,0,0,18,5346.78
CMD109453,2025-07-20,C0324,Dakar,Beauté,Produit_Beauté_19,13.96,2,0.06,4.81,Carte,Google Ads,7.26,Livrée,26.24,11.81,-0.26,2025-07,0,0,19,4359.46
CMD109454,2025-12-08,C0262,Kinshasa,Mode,Produit_Mode_26,49.07,2,0.25,7.14,Paiement à la livraison,Google Ads,6.62,Livrée,73.6,33.12,19.36,2025-12,0,0,14,4619.26
CMD109455,2025-08-11,C1555,Dakar,Mode,Produit_Mode_39,38.95,1,0.24,4.93,Paiement à la livraison,Instagram Ads,5.27,Livrée,29.6,13.32,3.12,2025-08,0,0,5,1093.09
CMD109456,2025-12-16,C1489,Cotonou,Mode,Produit_Mode_42,38.89,3,0.11,6.45,Mobile Money,Google Ads,4.57,Livrée,103.84,46.73,35.71,2025-12,0,0,5,918.5
CMD109457,2025-12-04,C0017,Kinshasa,Beauté,Produit_Beauté_9,12.25,1,0.03,9.55,Paiement à la livraison,Email,1.49,Livrée,11.88,5.35,-5.69,2025-12,0,0,8,479.84
CMD109458,2025-11-04,C1109,Lomé,Électronique,Produit_Électronique_46,404.3,1,0.13,4.06,Carte,Instagram Ads,12.12,Livrée,351.74,158.28,142.1,2025-11,0,0,6,1084.67
CMD109459,2025-09-26,C1849,Brazzaville,Mode,Produit_Mode_2,66.59,2,0.09,4.8,Virement,Influenceur,16.6,Livrée,121.19,54.54,33.14,2025-09,0,0,2,522.83
CMD109460,2025-11-03,C0863,Kinshasa,Électronique,Produit_Électronique_10,387.19,3,0.16,3.99,Mobile Money,Instagram Ads,11.21,Livrée,975.72,439.07,423.87,2025-11,0,0,2,1234.87
CMD109461,2025-09-09,C1356,Kinshasa,Mode,Produit_Mode_38,47.53,3,0.07,8.49,Virement,Instagram Ads,5.04,Livrée,132.61,59.67,46.14,2025-09,0,0,1,132.61
CMD109462,2025-10-08,C1274,Kinshasa,Maison,Produit_Maison_6,95.49,3,0.28,8.11,Virement,Instagram Ads,10.11,Livrée,206.26,92.82,74.6,2025-10,0,0,3,1610.87
CMD109463,2025-12-04,C0087,Abidjan,Électronique,Produit_Électronique_23,568.65,3,0.01,7.03,Virement,Email,1.58,Livrée,1688.89,760.0,751.39,2025-12,0,0,15,5105.08
CMD109464,2025-11-01,C0217,Abidjan,Mode,Produit_Mode_50,42.32,3,0.21,6.95,Paiement à la livraison,Instagram Ads,11.12,Livrée,100.3,45.13,27.06,2025-11,0,0,19,2286.46
CMD109465,2025-11-07,C0394,Abidjan,Électronique,Produit_Maison_29,185.35,3,0.1,4.96,Mobile Money,Instagram Ads,12.48,Livrée,500.44,225.2,207.76,2025-11,0,0,18,4602.57
CMD109466,2025-11-08,C0384,Kinshasa,Électronique,Produit_Électronique_44,421.28,1,0.1,3.56,Carte,Email,0.9,Livrée,379.15,170.62,166.16,2025-11,0,0,19,6201.99
CMD109467,2025-10-27,C0033,Lomé,Mode,Produit_Mode_45,18.41,3,0.28,8.58,Mobile Money,Email,1.92,Livrée,39.77,17.9,7.4,2025-10,0,0,18,6641.05
CMD109468,2025-12-15,C1613,Kinshasa,Électronique,Produit_Électronique_47,479.22,2,0.07,8.33,Paiement à la livraison,Influenceur,10.65,Retournée,891.35,401.11,382.13,2025-12,1,0,4,1437.02
CMD109469,2025-10-31,C0385,Brazzaville,Mode,Produit_Mode_1,37.27,1,0.26,8.25,Carte,Instagram Ads,14.3,Livrée,27.58,12.41,-10.14,2025-10,0,0,16,4251.29
CMD109470,2025-08-02,C0224,Kinshasa,Mode,Produit_Mode_50,73.92,3,0.2,9.0,Paiement à la livraison,Google Ads,7.47,Livrée,177.41,79.83,63.36,2025-08,0,0,13,3907.85
CMD109471,2025-08-11,C0626,Libreville,Mode,Produit_Mode_33,42.97,1,0.11,5.9,Paiement à la livraison,Influenceur,14.93,Livrée,38.24,17.21,-3.62,2025-08,0,0,1,38.24
CMD109472,2025-09-13,C0000,Douala,Mode,Produit_Mode_33,38.67,3,0.29,9.51,Paiement à la livraison,Influenceur,16.09,Retournée,82.37,37.07,11.47,2025-09,1,0,19,5028.84
CMD109473,2025-12-11,C0860,Douala,Mode,Produit_Mode_22,54.65,2,0.07,3.85,Paiement à la livraison,Email,0.7,Livrée,101.65,45.74,41.19,2025-12,0,0,2,219.41
CMD109474,2025-11-22,C0305,Dakar,Mode,Produit_Mode_35,59.78,2,0.14,7.7,Paiement à la livraison,Google Ads,4.12,Livrée,102.82,46.27,34.45,2025-11,0,0,18,5804.76
CMD109475,2025-12-13,C1704,Abidjan,Électronique,Produit_Électronique_45,366.03,3,0.07,8.68,Paiement à la livraison,Instagram Ads,11.98,Livrée,1021.22,459.55,438.89,2025-12,0,0,6,2469.92
CMD109476,2025-09-08,C0396,Kinshasa,Mode,Produit_Mode_14,5.1,3,0.08,6.94,Carte,Instagram Ads,8.58,Livrée,14.08,6.34,-9.18,2025-09,0,0,19,1583.61
CMD109477,2025-11-26,C0193,Abidjan,Mode,Produit_Mode_33,44.55,1,0.18,3.68,Paiement à la livraison,Instagram Ads,8.8,Livrée,36.53,16.44,3.96,2025-11,0,0,22,6024.37
CMD109478,2025-10-29,C0350,Brazzaville,Électronique,Produit_Électronique_24,368.52,3,0.02,9.47,Virement,Google Ads,3.29,Livrée,1083.45,487.55,474.79,2025-10,0,0,18,5809.3
CMD109479,2025-11-03,C0146,Douala,Électronique,Produit_Électronique_21,231.93,3,0.29,3.7,Paiement à la livraison,Instagram Ads,13.79,Livrée,494.01,222.3,204.81,2025-11,0,0,17,5860.29
CMD109480,2025-08-24,C0073,Dakar,Électronique,Produit_Électronique_19,403.65,2,0.06,6.72,Paiement à la livraison,Google Ads,7.16,Livrée,758.86,341.49,327.61,2025-08,0,0,22,4721.85
CMD109481,2025-08-22,C0258,Libreville,Électronique,Produit_Électronique_10,675.35,3,0.14,2.26,Mobile Money,Instagram Ads,6.37,Retournée,1742.4,784.08,775.45,2025-08,1,0,18,5319.28
CMD109482,2025-08-14,C0235,Cotonou,Maison,Produit_Maison_5,20.43,2,0.07,8.06,Virement,Email,1.12,Livrée,38.0,17.1,7.92,2025-08,0,0,17,4234.13
CMD109483,2025-08-05,C0201,Lomé,Mode,Produit_Mode_45,77.11,2,0.12,2.12,Mobile Money,Instagram Ads,12.45,Livrée,135.71,61.07,46.5,2025-08,0,0,16,5796.51
CMD109484,2025-10-04,C0006,Kinshasa,Mode,Produit_Mode_24,44.62,2,0.13,7.16,Virement,Email,1.85,Livrée,77.64,34.94,25.93,2025-10,0,0,17,2321.67
CMD109485,2025-12-13,C0475,Douala,Électronique,Produit_Électronique_43,470.51,2,0.03,4.95,Mobile Money,Influenceur,10.67,Annulée,912.79,410.76,395.14,2025-12,0,1,3,1367.5
CMD109486,2025-10-17,C0074,Kinshasa,Maison,Produit_Maison_32,116.18,1,0.11,2.81,Virement,Instagram Ads,11.44,Livrée,103.4,46.53,32.28,2025-10,0,0,12,3523.6
CMD109487,2025-10-21,C0103,Douala,Électronique,Produit_Électronique_31,495.8,1,0.1,3.97,Carte,Instagram Ads,8.92,Livrée,446.22,200.8,187.91,2025-10,0,0,17,4376.65
CMD109488,2025-07-18,C0073,Lomé,Électronique,Produit_Électronique_18,440.05,3,0.26,6.25,Paiement à la livraison,Instagram Ads,11.72,Livrée,976.91,439.61,421.64,2025-07,0,0,22,4721.85
CMD109489,2025-07-29,C1341,Abidjan,Mode,Produit_Mode_40,33.19,2,0.27,5.71,Paiement à la livraison,Google Ads,4.2,Livrée,48.46,21.81,11.9,2025-07,0,0,2,226.69
CMD109490,2025-10-31,C1347,Abidjan,Électronique,Produit_Électronique_49,288.26,2,0.1,3.56,Mobile Money,Influenceur,6.51,Livrée,518.87,233.49,223.42,2025-10,0,0,3,823.71
CMD109491,2025-12-04,C0503,Abidjan,Beauté,Produit_Beauté_34,30.34,1,0.08,9.7,Mobile Money,Instagram Ads,14.06,Livrée,27.91,12.56,-11.2,2025-12,0,0,7,401.0
CMD109492,2025-10-23,C1134,Cotonou,Électronique,Produit_Maison_34,140.01,2,0.06,3.29,Paiement à la livraison,Email,0.69,Livrée,263.22,118.45,114.47,2025-10,0,0,5,2613.32
CMD109493,2025-11-26,C0306,Abidjan,Mode,Produit_Mode_29,42.01,1,0.23,6.53,Carte,Google Ads,3.58,Livrée,32.35,14.56,4.45,2025-11,0,0,10,1147.19
CMD109494,2025-08-23,C0368,Cotonou,Maison,Produit_Maison_25,118.29,2,0.05,6.78,Carte,Google Ads,4.08,Livrée,224.75,101.14,90.28,2025-08,0,0,30,6126.18
CMD109495,2025-09-28,C0072,Brazzaville,Mode,Produit_Mode_32,41.93,3,0.3,2.86,Carte,Google Ads,5.25,Livrée,88.05,39.62,31.51,2025-09,0,0,20,3510.29
CMD109496,2025-12-10,C1455,Kinshasa,Électronique,Produit_Électronique_31,587.01,1,0.07,4.98,Mobile Money,Email,1.82,Livrée,545.92,245.66,238.86,2025-12,0,0,2,679.68
CMD109497,2025-11-17,C0476,Brazzaville,Maison,Produit_Maison_9,191.57,1,0.26,9.89,Virement,Instagram Ads,5.74,Livrée,141.76,63.79,48.16,2025-11,0,0,5,1739.31
CMD109498,2025-07-30,C0267,Dakar,Mode,Produit_Mode_39,27.55,1,0.14,6.71,Virement,Instagram Ads,5.22,Retournée,23.69,10.66,-1.27,2025-07,1,0,10,4667.02
CMD109499,2025-10-12,C0100,Kinshasa,Électronique,Produit_Mode_12,40.6,2,0.14,9.55,Virement,Google Ads,4.98,Livrée,69.83,31.42,16.89,2025-10,0,0,20,6049.71
CMD109500,2025-11-30,C1597,Douala,Électronique,Produit_Électronique_30,523.33,1,0.06,7.22,Paiement à la livraison,Google Ads,5.33,Livrée,491.93,221.37,208.82,2025-11,0,0,2,503.57
CMD109501,2025-08-09,C0315,Dakar,Mode,Produit_Mode_12,46.38,1,0.23,5.19,Paiement à la livraison,Google Ads,3.33,Livrée,35.71,16.07,7.55,2025-08,0,0,24,8017.32
CMD109502,2025-11-14,C0028,Kinshasa,Maison,Produit_Maison_30,133.07,1,0.06,6.94,Paiement à la livraison,Influenceur,12.37,Livrée,125.09,56.29,36.98,2025-11,0,0,15,6627.94
CMD109503,2025-10-22,C1102,Douala,Électronique,Produit_Électronique_45,443.63,3,0.06,4.06,Mobile Money,Email,0.93,Livrée,1251.04,562.97,557.98,2025-10,0,0,3,1333.39
CMD109504,2025-12-02,C0272,Dakar,Maison,Produit_Maison_23,122.05,3,0.01,8.11,Carte,Email,0.79,Livrée,362.49,163.12,154.22,2025-12,0,0,17,6359.59
CMD109505,2025-12-14,C0135,Kinshasa,Maison,Produit_Maison_14,137.48,3,0.07,9.63,Mobile Money,Google Ads,5.05,Livrée,383.57,172.61,157.93,2025-12,0,0,22,4169.52
CMD109506,2025-07-09,C0354,Brazzaville,Électronique,Produit_Électronique_43,441.88,2,0.06,7.8,Carte,Google Ads,6.17,Livrée,830.73,373.83,359.86,2025-07,0,0,16,5550.37
CMD109507,2025-10-17,C0131,Kinshasa,Mode,Produit_Mode_4,33.38,1,0.27,3.57,Carte,Email,1.06,Livrée,24.37,10.97,6.34,2025-10,0,0,20,7119.97
CMD109508,2025-12-29,C0077,Douala,Maison,Produit_Maison_32,59.66,3,0.06,5.22,Paiement à la livraison,Google Ads,3.85,Livrée,168.24,75.71,66.64,2025-12,0,0,20,7213.8
CMD109509,2025-08-18,C0055,Douala,Électronique,Produit_Électronique_40,354.82,1,0.14,2.23,Carte,Instagram Ads,9.78,Livrée,305.15,137.32,125.31,2025-08,0,0,14,3481.7
CMD109510,2025-11-15,C1544,Libreville,Beauté,Produit_Beauté_10,21.06,1,0.1,4.37,Mobile Money,Google Ads,4.11,Livrée,18.95,8.53,0.05,2025-11,0,0,1,18.95
CMD109511,2025-11-26,C0204,Dakar,Maison,Produit_Maison_31,92.64,1,0.06,2.73,Virement,Influenceur,12.47,Livrée,87.08,39.19,23.99,2025-11,0,0,18,3417.75
CMD109512,2025-08-16,C0206,Brazzaville,Maison,Produit_Maison_31,151.24,1,0.1,3.51,Virement,Email,1.0,Livrée,136.12,61.25,56.74,2025-08,0,0,12,3422.13
CMD109513,2025-08-07,C1352,Douala,Électronique,Produit_Électronique_30,415.62,2,0.02,8.76,Carte,Google Ads,5.2,Livrée,814.62,366.58,352.62,2025-08,0,0,3,1546.22
CMD109514,2025-08-05,C0346,Abidjan,Électronique,Produit_Électronique_33,399.58,1,0.01,3.64,Mobile Money,Google Ads,7.85,Livrée,395.58,178.01,166.52,2025-08,0,0,12,3085.63
CMD109515,2025-12-13,C0726,Brazzaville,Maison,Produit_Maison_2,65.47,3,0.09,2.04,Carte,Email,1.98,Livrée,178.73,80.43,76.41,2025-12,0,0,2,251.73
CMD109516,2025-11-26,C1205,Kinshasa,Électronique,Produit_Électronique_28,204.33,3,0.23,8.88,Paiement à la livraison,Instagram Ads,9.17,Livrée,472.0,212.4,194.35,2025-11,0,0,3,697.27
CMD109517,2025-12-23,C1164,Abidjan,Maison,Produit_Maison_42,90.35,3,0.07,2.45,Virement,Google Ads,5.09,Livrée,252.08,113.44,105.9,2025-12,0,0,1,252.08
CMD109518,2025-09-19,C1904,Kinshasa,Mode,Produit_Mode_40,64.26,1,0.1,9.14,Virement,Instagram Ads,12.15,Livrée,57.83,26.02,4.73,2025-09,0,0,1,57.83
CMD109519,2025-07-08,C0386,Brazzaville,Électronique,Produit_Mode_23,64.72,2,0.25,3.82,Mobile Money,Google Ads,7.56,Livrée,97.08,43.69,32.31,2025-07,0,0,15,2407.39
CMD109520,2025-12-03,C0139,Kinshasa,Électronique,Produit_Électronique_21,396.05,2,0.1,2.13,Virement,Email,0.9,Livrée,712.89,320.8,317.77,2025-12,0,0,15,3707.59
CMD109521,2025-08-30,C1722,Cotonou,Mode,Produit_Mode_7,11.85,2,0.17,4.04,Paiement à la livraison,Google Ads,3.15,Livrée,19.67,8.85,1.66,2025-08,0,0,3,80.81
CMD109522,2025-12-31,C0255,Brazzaville,Maison,Produit_Maison_30,89.32,3,0.03,9.7,Paiement à la livraison,Email,1.92,Livrée,259.92,116.96,105.34,2025-12,0,0,15,4808.7
CMD109523,2025-08-06,C0072,Kinshasa,Mode,Produit_Mode_25,27.62,2,0.24,4.38,Virement,Email,0.84,Livrée,41.98,18.89,13.67,2025-08,0,0,20,3510.29
